org,channel,product,planner
org1,Revenue,A H C,user1
org1,Revenue,O B FI,user1
org1,Revenue,B PBAR,user1
org1,Revenue,B PBFF,user1
org1,Revenue,B V UA,user2
org1,Revenue,B V UN,user3
org1,Revenue,B PDEE,user2
org1,Revenue,B PDBG,user2
org1,Revenue,B PDBS,user1
org1,Revenue,B V GD,user2
org1,Revenue,ONMSDT,user1
org1,Revenue,ONGSDT,user1
org1,Revenue,C D N,user1
org1,Revenue,GTL A,user1
org1,Revenue,GTL B,user2
org1,Revenue,H Z Z,user1
org1,Revenue,R B C,user3
org1,Revenue,F GAA,user2
org1,Revenue,U I D,user1
org1,Revenue,AAC XC,user1
org1,Revenue,AAD YC,user1
org1,Revenue,MAP CM,user1
org1,Revenue,MAP CN,user1
org1,Revenue,FAS C,user2
org1,Revenue,FAM A,user1
org1,Revenue,FJM O,user3
org1,Revenue,MACAK,user2
org1,Revenue,F PXA,user1
org1,Revenue,MAP ZA,user1
org1,Revenue,MACEE,user1
org1,Revenue,MAP CX,user1
org1,Revenue,MAP CI,user2
org1,Revenue,MAP CT,user1
org1,Revenue,HJM A,user2
org1,Revenue,HJM H,user1
org1,Revenue,MAP DG,user1
org1,Revenue,BJG S,user3
org1,Revenue,BJG T,user1
org1,Revenue,MAO CG,user1
org1,Revenue,MAO BK,user1
org1,Revenue,MAO BZ,user1
org1,Revenue,MAO CM,user2
org1,Revenue,MAO BX,user1
org1,Revenue,ANTQCB,user1
org1,Revenue,ENVDRF,user1
org1,Revenue,ENESRF,user2
org1,Revenue,ANTNRF,user1
org1,Revenue,ANTICB,user2
org1,Revenue,ANTKCB,user1
org1,Revenue,C B A,user1
org1,Revenue,O B GH,user1
org1,Revenue,O B GC,user1
org1,Revenue,O B GF,user2
org1,Revenue,O B GI,user1
org1,Revenue,O B GJ,user1
org1,Revenue,O B FD,user1
org1,Revenue,O B FK,user1
org1,Revenue,O B FJ,user2
org1,Revenue,O B WG,user2
org1,Revenue,O B VG,user2
org1,Revenue,M A K,user3
org1,Revenue,B PAC,user1
org1,Revenue,B PBBA,user1
org1,Revenue,B PBBG,user1
org1,Revenue,M AABD,user1
org1,Revenue,M AATD,user1
org1,Revenue,ONHSDT,user1
org1,Revenue,C A B,user3
org1,Revenue,MBAABA,user2
org1,Revenue,MBABBA,user1
org1,Revenue,MBBBA,user1
org1,Revenue,C G C,user2
org1,Revenue,A G AJ,user3
org1,Revenue,MACCEG,user1
org1,Revenue,F CCG,user1
org1,Revenue,F C F,user2
org1,Revenue,F Y G,user3
org1,Revenue,O B GG,user3
org1,Revenue,O B FE,user1
org1,Revenue,O B Q,user2
org1,Revenue,O B P,user1
org1,Revenue,M J N,user1
org1,Revenue,M J A,user1
org1,Revenue,M JABA,user1
org1,Revenue,M JBB,user3
org1,Revenue,RDA B,user3
org1,Revenue,O B CG,user3
org1,Revenue,MBCBAC,user1
org1,Revenue,MBCBAA,user2
org1,Revenue,MBCBAE,user2
org1,Revenue,MBCBAB,user3
org1,Revenue,MBCBAF,user1
org1,Revenue,MBAFA,user1
org1,Revenue,MBCBAI,user1
org1,Revenue,MBCBAM,user1
org1,Revenue,MBCBAK,user1
org1,Revenue,MBCBB,user1
org1,Revenue,F SAB,user1
org1,Revenue,M J DC,user1
org1,Revenue,UJZKC,user1
org1,Revenue,UJZHC,user3
org1,Revenue,V D A,user1
org1,Revenue,DAJ A,user1
org1,Revenue,BJG CA,user1
org1,Revenue,BJG U,user1
org1,Revenue,BJG B,user1
org1,Revenue,B PBFC,user1
org1,Revenue,B V TE,user1
org1,Revenue,CAS AG,user2
org1,Revenue,MBBEBB,user2
org1,Revenue,A A KA,user1
org1,Revenue,A G AE,user1
org1,Revenue,A G AF,user1
org1,Revenue,UJZHA,user3
org1,Revenue,U I A,user1
org1,Revenue,U SAAB,user1
org1,Revenue,F A B,user2
org1,Revenue,H V D,user3
org1,Revenue,H V J,user1
org1,Revenue,H S C,user1
org1,Revenue,MAP ZC,user1
org1,Revenue,MAP CD,user2
org1,Revenue,MAP CC,user2
org1,Revenue,FJM H,user1
org1,Revenue,UJZ D,user1
org1,Revenue,MAO CT,user1
org1,Revenue,MAO BI,user2
org1,Revenue,MAO BN,user2
org1,Revenue,MAP DA,user2
org1,Revenue,MAO BC,user1
org1,Revenue,ZNDODI,user1
org1,Revenue,M OAZR,user3
org1,Revenue,B PBFD,user1
org1,Revenue,B PDBM,user1
org1,Revenue,C G F,user1
org1,Revenue,E G A,user1
org1,Revenue,F Y A,user1
org1,Revenue,UJZBB,user1
org1,Revenue,MAO AC,user1
org1,Revenue,C A A,user1
org1,Revenue,O B BA,user1
org1,Revenue,O B WK,user1
org1,Revenue,O B BD,user1
org1,Revenue,M A KB,user1
org1,Revenue,B PAAA,user3
org1,Revenue,B PBBJ,user1
org1,Revenue,B V UR,user1
org1,Revenue,B PDBI,user1
org1,Revenue,O H C,user2
org1,Revenue,B Z F,user1
org1,Revenue,M AATE,user3
org1,Revenue,M AAFC,user3
org1,Revenue,M AABB,user3
org1,Revenue,M AAFI,user1
org1,Revenue,C D RP,user1
org1,Revenue,M A M,user1
org1,Revenue,FJM G,user1
org1,Revenue,HJM D,user1
org1,Revenue,EJZ B,user2
org1,Revenue,B LSPF,user1
org1,Revenue,B LSCC,user1
org1,Revenue,B PDBN,user3
org1,Revenue,B PDBV,user1
org1,Revenue,MBBFA,user1
org1,Revenue,MBBFB,user2
org1,Revenue,MACCEM,user2
org1,Revenue,FAR R,user2
org1,Revenue,MAO BD,user1
org1,Revenue,ANTQCA,user3
org1,Revenue,B PEF,user1
org1,Revenue,MACCYA,user2
org1,Revenue,EJZ C,user1
